,composition,elements,label,for_test
mp-777583,"{'Li': 8.0, 'Mn': 3.0, 'Fe': 5.0, 'B': 8.0, 'O': 24.0}","('B', 'Fe', 'Li', 'Mn', 'O')",OTHERS,False
mp-812,"{'O': 24.0, 'Ho': 16.0}","('Ho', 'O')",OTHERS,False
mp-24798,"{'H': 12.0, 'B': 12.0, 'Cl': 1.0, 'Rb': 3.0}","('B', 'Cl', 'H', 'Rb')",OTHERS,False
mvc-2321,"{'Ba': 4.0, 'Mg': 2.0, 'Co': 4.0, 'Cu': 2.0, 'F': 28.0}","('Ba', 'Co', 'Cu', 'F', 'Mg')",OTHERS,False
mp-1176570,"{'Mn': 3.0, 'Ni': 1.0, 'Sn': 2.0, 'P': 6.0, 'O': 24.0}","('Mn', 'Ni', 'O', 'P', 'Sn')",OTHERS,False
mp-1183235,"{'Ac': 1.0, 'Nd': 3.0}","('Ac', 'Nd')",OTHERS,False
mp-6073,"{'O': 48.0, 'Mg': 12.0, 'Al': 8.0, 'Si': 12.0}","('Al', 'Mg', 'O', 'Si')",OTHERS,False
mp-1209845,"{'Nd': 4.0, 'Si': 4.0, 'Pd': 8.0}","('Nd', 'Pd', 'Si')",OTHERS,False
mp-758399,"{'Li': 6.0, 'V': 3.0, 'Cr': 3.0, 'P': 6.0, 'H': 6.0, 'O': 30.0}","('Cr', 'H', 'Li', 'O', 'P', 'V')",OTHERS,False
mp-1024052,"{'Na': 8.0, 'Zn': 4.0, 'Se': 8.0}","('Na', 'Se', 'Zn')",OTHERS,False
mp-570807,"{'Sr': 4.0, 'In': 13.0, 'Au': 9.0}","('Au', 'In', 'Sr')",OTHERS,False
mp-1782,"{'Sc': 1.0, 'Se': 1.0}","('Sc', 'Se')",OTHERS,False
mp-1222754,"{'La': 1.0, 'Y': 1.0, 'Mg': 6.0}","('La', 'Mg', 'Y')",OTHERS,False
mp-1178224,"{'Fe': 4.0, 'O': 4.0, 'F': 4.0}","('F', 'Fe', 'O')",OTHERS,False
mp-11327,"{'Se': 1.0, 'Rb': 2.0}","('Rb', 'Se')",OTHERS,False
mp-1184476,"{'Gd': 2.0, 'In': 1.0, 'Hg': 1.0}","('Gd', 'Hg', 'In')",OTHERS,False
mp-558982,"{'Hg': 4.0, 'C': 8.0, 'O': 8.0, 'F': 12.0}","('C', 'F', 'Hg', 'O')",OTHERS,False
mp-1245091,"{'Cr': 32.0, 'O': 48.0}","('Cr', 'O')",OTHERS,False
mp-7795,"{'Rb': 1.0, 'Sn': 1.0, 'S': 2.0}","('Rb', 'S', 'Sn')",OTHERS,False
mp-723002,"{'Ag': 4.0, 'H': 24.0, 'S': 2.0, 'N': 8.0, 'O': 8.0}","('Ag', 'H', 'N', 'O', 'S')",OTHERS,False
mp-1080016,"{'Tl': 6.0, 'Ir': 2.0}","('Ir', 'Tl')",OTHERS,False
mp-20353,"{'Ga': 2.0, 'Gd': 2.0}","('Ga', 'Gd')",OTHERS,False
mp-574486,"{'Ag': 8.0, 'C': 4.0, 'N': 8.0}","('Ag', 'C', 'N')",OTHERS,False
mp-1203864,"{'B': 8.0, 'P': 24.0, 'Pb': 24.0, 'O': 96.0}","('B', 'O', 'P', 'Pb')",OTHERS,False
mp-768846,"{'Rb': 2.0, 'Fe': 4.0, 'O': 7.0}","('Fe', 'O', 'Rb')",OTHERS,False
mvc-6932,"{'Ca': 2.0, 'Cr': 4.0, 'O': 8.0}","('Ca', 'Cr', 'O')",OTHERS,False
mp-9771,"{'O': 6.0, 'Ti': 2.0, 'U': 1.0}","('O', 'Ti', 'U')",OTHERS,False
mp-774237,"{'Li': 5.0, 'Cr': 2.0, 'Ni': 5.0, 'O': 12.0}","('Cr', 'Li', 'Ni', 'O')",OTHERS,False
mp-1203988,"{'H': 30.0, 'Pd': 2.0, 'Ru': 2.0, 'N': 18.0, 'O': 22.0}","('H', 'N', 'O', 'Pd', 'Ru')",OTHERS,False
mp-757668,"{'Li': 4.0, 'Mn': 3.0, 'Ni': 2.0, 'Sb': 3.0, 'O': 16.0}","('Li', 'Mn', 'Ni', 'O', 'Sb')",OTHERS,False
mp-1177871,"{'Li': 2.0, 'Nb': 1.0, 'Co': 3.0, 'O': 8.0}","('Co', 'Li', 'Nb', 'O')",OTHERS,False
mp-1209024,"{'Sc': 12.0, 'Sn': 10.0}","('Sc', 'Sn')",OTHERS,False
mp-19803,"{'O': 8.0, 'Cd': 2.0, 'In': 4.0}","('Cd', 'In', 'O')",OTHERS,False
mp-752820,"{'Li': 4.0, 'V': 2.0, 'P': 4.0, 'O': 14.0}","('Li', 'O', 'P', 'V')",OTHERS,False
mp-1228657,"{'B': 4.0, 'Ru': 2.0, 'W': 2.0}","('B', 'Ru', 'W')",OTHERS,False
mp-1101695,"{'Na': 2.0, 'Fe': 24.0, 'O': 38.0}","('Fe', 'Na', 'O')",OTHERS,False
mp-1175904,"{'Li': 9.0, 'Mn': 2.0, 'Co': 5.0, 'O': 16.0}","('Co', 'Li', 'Mn', 'O')",OTHERS,False
mp-779498,"{'Ba': 24.0, 'Cl': 16.0, 'O': 16.0}","('Ba', 'Cl', 'O')",OTHERS,False
mp-1192618,"{'Nb': 8.0, 'Fe': 8.0, 'Si': 14.0}","('Fe', 'Nb', 'Si')",OTHERS,False
mp-19875,"{'Si': 2.0, 'Ru': 2.0, 'Gd': 2.0}","('Gd', 'Ru', 'Si')",OTHERS,False
mp-1104829,"{'Nb': 5.0, 'Sn': 1.0, 'Se': 8.0}","('Nb', 'Se', 'Sn')",OTHERS,False
mp-1185170,"{'La': 3.0, 'Lu': 1.0}","('La', 'Lu')",OTHERS,False
mp-865429,"{'Yb': 1.0, 'Y': 1.0, 'Rh': 2.0}","('Rh', 'Y', 'Yb')",OTHERS,False
mp-1184327,"{'Eu': 3.0, 'V': 1.0}","('Eu', 'V')",OTHERS,False
mp-1173284,"{'Sr': 24.0, 'Fe': 12.0, 'Mo': 12.0, 'O': 72.0}","('Fe', 'Mo', 'O', 'Sr')",OTHERS,False
mp-995122,"{'Nb': 1.0, 'S': 2.0}","('Nb', 'S')",OTHERS,False
mp-1193749,"{'Rb': 4.0, 'Mg': 4.0, 'P': 4.0, 'O': 16.0}","('Mg', 'O', 'P', 'Rb')",OTHERS,False
mp-1100345,"{'Ca': 2.0, 'Sn': 2.0, 'S': 6.0}","('Ca', 'S', 'Sn')",OTHERS,False
mp-3779,"{'Si': 2.0, 'Cr': 2.0, 'Te': 6.0}","('Cr', 'Si', 'Te')",OTHERS,False
mp-1223321,"{'K': 4.0, 'Ta': 4.0, 'Si': 8.0, 'O': 28.0}","('K', 'O', 'Si', 'Ta')",OTHERS,False
mp-760022,"{'Mn': 12.0, 'O': 10.0, 'F': 14.0}","('F', 'Mn', 'O')",OTHERS,False
mp-1206382,"{'Tm': 2.0, 'Ni': 2.0, 'Pb': 1.0}","('Ni', 'Pb', 'Tm')",OTHERS,False
mp-561712,"{'Cs': 4.0, 'Er': 4.0, 'P': 16.0, 'O': 48.0}","('Cs', 'Er', 'O', 'P')",OTHERS,False
mp-1066131,"{'Y': 1.0, 'Tl': 1.0, 'S': 2.0}","('S', 'Tl', 'Y')",OTHERS,False
mp-865751,"{'Yb': 1.0, 'Dy': 1.0, 'Rh': 2.0}","('Dy', 'Rh', 'Yb')",OTHERS,False
mp-1184505,"{'Gd': 1.0, 'Pa': 1.0, 'Tc': 2.0}","('Gd', 'Pa', 'Tc')",OTHERS,False
mp-1215634,"{'Zr': 4.0, 'Te': 6.0}","('Te', 'Zr')",OTHERS,False
mp-554461,"{'K': 2.0, 'Os': 4.0, 'O': 12.0}","('K', 'O', 'Os')",OTHERS,False
mp-755927,"{'Li': 2.0, 'Cr': 3.0, 'Fe': 1.0, 'O': 8.0}","('Cr', 'Fe', 'Li', 'O')",OTHERS,False
mp-861894,"{'Li': 2.0, 'La': 1.0, 'Sn': 1.0}","('La', 'Li', 'Sn')",OTHERS,False
mp-1222347,"{'Li': 2.0, 'Ti': 2.0, 'Cr': 2.0, 'O': 8.0}","('Cr', 'Li', 'O', 'Ti')",OTHERS,False
mp-1216437,"{'V': 6.0, 'Ge': 1.0, 'Os': 1.0}","('Ge', 'Os', 'V')",OTHERS,False
mp-1221259,"{'Na': 3.0, 'Ca': 1.0, 'Mg': 1.0, 'Cr': 3.0, 'Si': 8.0, 'O': 24.0}","('Ca', 'Cr', 'Mg', 'Na', 'O', 'Si')",OTHERS,False
mp-559871,"{'Al': 6.0, 'F': 18.0}","('Al', 'F')",OTHERS,False
mp-35031,"{'Cu': 1.0, 'Pr': 5.0, 'Se': 8.0}","('Cu', 'Pr', 'Se')",OTHERS,False
mp-600029,"{'Si': 24.0, 'O': 48.0}","('O', 'Si')",OTHERS,False
mp-757062,"{'Li': 4.0, 'Nb': 3.0, 'V': 3.0, 'Sn': 2.0, 'O': 16.0}","('Li', 'Nb', 'O', 'Sn', 'V')",OTHERS,False
mp-1212579,"{'H': 24.0, 'C': 24.0, 'N': 40.0}","('C', 'H', 'N')",OTHERS,False
mp-1175048,"{'Li': 7.0, 'Mn': 2.0, 'Co': 3.0, 'O': 12.0}","('Co', 'Li', 'Mn', 'O')",OTHERS,False
mp-556289,"{'Na': 8.0, 'Er': 4.0, 'Mo': 4.0, 'P': 4.0, 'O': 32.0}","('Er', 'Mo', 'Na', 'O', 'P')",OTHERS,False
mp-1246047,"{'Te': 2.0, 'C': 2.0, 'N': 4.0}","('C', 'N', 'Te')",OTHERS,False
mp-2176,"{'Zn': 1.0, 'Te': 1.0}","('Te', 'Zn')",OTHERS,False
mp-1202079,"{'Ti': 42.0, 'Mn': 50.0}","('Mn', 'Ti')",OTHERS,False
mvc-5090,"{'Ca': 4.0, 'Ti': 2.0, 'W': 2.0, 'O': 12.0}","('Ca', 'O', 'Ti', 'W')",OTHERS,False
mp-984716,"{'Ca': 1.0, 'Sn': 4.0, 'P': 6.0, 'O': 24.0}","('Ca', 'O', 'P', 'Sn')",OTHERS,False
mp-1175920,"{'Li': 9.0, 'Mn': 2.0, 'Co': 5.0, 'O': 16.0}","('Co', 'Li', 'Mn', 'O')",OTHERS,False
mp-566602,"{'La': 4.0, 'Mn': 4.0, 'O': 12.0}","('La', 'Mn', 'O')",OTHERS,False
mp-1079810,"{'Hf': 3.0, 'Sn': 6.0}","('Hf', 'Sn')",OTHERS,False
mp-505042,"{'Bi': 8.0, 'Cu': 4.0, 'O': 16.0}","('Bi', 'Cu', 'O')",OTHERS,False
mp-36526,"{'Ac': 1.0, 'F': 1.0, 'O': 1.0}","('Ac', 'F', 'O')",OTHERS,False
mp-683950,"{'Ca': 20.0, 'Pr': 8.0, 'Cu': 48.0, 'O': 82.0}","('Ca', 'Cu', 'O', 'Pr')",OTHERS,False
mp-777883,"{'Ba': 24.0, 'Y': 4.0, 'Cl': 60.0}","('Ba', 'Cl', 'Y')",OTHERS,False
mp-558048,"{'Na': 2.0, 'V': 2.0, 'Ge': 4.0, 'O': 12.0}","('Ge', 'Na', 'O', 'V')",OTHERS,False
mp-1204281,"{'Hf': 12.0, 'Ge': 24.0, 'Ru': 12.0}","('Ge', 'Hf', 'Ru')",OTHERS,False
mp-1216310,"{'V': 2.0, 'Mo': 2.0, 'As': 4.0}","('As', 'Mo', 'V')",OTHERS,False
mp-1102373,"{'Y': 4.0, 'Ge': 4.0, 'Ir': 4.0}","('Ge', 'Ir', 'Y')",OTHERS,False
mp-975051,"{'Rb': 3.0, 'Ag': 1.0}","('Ag', 'Rb')",OTHERS,False
mp-1183999,"{'Cs': 1.0, 'Yb': 3.0}","('Cs', 'Yb')",OTHERS,False
mp-1222787,"{'La': 2.0, 'Ti': 2.0, 'Nb': 2.0, 'O': 12.0}","('La', 'Nb', 'O', 'Ti')",OTHERS,False
mp-1195884,"{'K': 4.0, 'Nd': 2.0, 'N': 10.0, 'O': 34.0}","('K', 'N', 'Nd', 'O')",OTHERS,False
mp-1185611,"{'Lu': 3.0, 'Pu': 1.0}","('Lu', 'Pu')",OTHERS,False
mp-771523,"{'Li': 4.0, 'Cr': 8.0, 'O': 16.0}","('Cr', 'Li', 'O')",OTHERS,False
mp-541997,"{'K': 12.0, 'Fe': 4.0, 'Se': 12.0}","('Fe', 'K', 'Se')",OTHERS,False
mp-16037,"{'O': 2.0, 'Te': 1.0, 'Dy': 2.0}","('Dy', 'O', 'Te')",OTHERS,False
mp-1190394,"{'Nd': 8.0, 'Fe': 2.0, 'S': 12.0, 'O': 2.0}","('Fe', 'Nd', 'O', 'S')",OTHERS,False
mp-1099080,"{'Mg': 14.0, 'Fe': 1.0, 'Co': 1.0}","('Co', 'Fe', 'Mg')",OTHERS,False
mp-1245707,"{'Sb': 2.0, 'Te': 2.0, 'N': 2.0}","('N', 'Sb', 'Te')",OTHERS,False
mp-705526,"{'H': 64.0, 'Au': 4.0, 'C': 24.0, 'S': 8.0, 'N': 16.0, 'Cl': 4.0, 'O': 16.0}","('Au', 'C', 'Cl', 'H', 'N', 'O', 'S')",OTHERS,False
mp-31378,"{'O': 52.0, 'Cr': 16.0, 'Cs': 8.0}","('Cr', 'Cs', 'O')",OTHERS,False
mp-267,"{'Ru': 2.0, 'Te': 4.0}","('Ru', 'Te')",OTHERS,False
mp-504357,"{'Cr': 16.0, 'P': 12.0, 'O': 48.0}","('Cr', 'O', 'P')",OTHERS,False
mp-1224618,"{'Ho': 5.0, 'Co': 19.0, 'P': 12.0}","('Co', 'Ho', 'P')",OTHERS,False
mp-1190699,"{'C': 8.0, 'O': 16.0}","('C', 'O')",OTHERS,False
mp-1217824,"{'Ta': 1.0, 'V': 1.0, 'C': 1.0, 'N': 1.0}","('C', 'N', 'Ta', 'V')",OTHERS,False
mp-21683,"{'In': 2.0, 'Ni': 21.0, 'P': 6.0}","('In', 'Ni', 'P')",OTHERS,False
mp-754078,"{'Li': 1.0, 'Fe': 2.0, 'P': 2.0, 'O': 8.0}","('Fe', 'Li', 'O', 'P')",OTHERS,False
mp-1226274,"{'Cs': 2.0, 'K': 1.0, 'Ti': 1.0, 'O': 2.0, 'F': 3.0}","('Cs', 'F', 'K', 'O', 'Ti')",OTHERS,False
mp-560022,"{'Ba': 18.0, 'Nb': 4.0, 'C': 2.0, 'N': 20.0, 'O': 2.0}","('Ba', 'C', 'N', 'Nb', 'O')",OTHERS,False
mp-1187717,{'Y': 4.0},"('Y',)",OTHERS,False
mp-1103473,"{'Cs': 1.0, 'Cr': 1.0, 'P': 2.0, 'S': 7.0}","('Cr', 'Cs', 'P', 'S')",OTHERS,False
mp-24066,"{'H': 2.0, 'O': 2.0, 'Cl': 2.0, 'Sr': 2.0}","('Cl', 'H', 'O', 'Sr')",OTHERS,False
mp-557825,"{'H': 8.0, 'C': 2.0, 'N': 4.0, 'O': 2.0}","('C', 'H', 'N', 'O')",OTHERS,False
mp-974469,"{'Re': 2.0, 'Te': 2.0}","('Re', 'Te')",OTHERS,False
mp-1189057,"{'Lu': 4.0, 'Ge': 4.0, 'Pd': 8.0}","('Ge', 'Lu', 'Pd')",OTHERS,False
mp-1235846,"{'Sr': 2.0, 'Li': 1.0, 'O': 12.0}","('Li', 'O', 'Sr')",OTHERS,False
mp-556459,"{'V': 2.0, 'P': 2.0, 'O': 10.0}","('O', 'P', 'V')",OTHERS,False
mp-1245656,"{'K': 2.0, 'Pd': 2.0, 'N': 2.0}","('K', 'N', 'Pd')",OTHERS,False
mp-1220381,"{'Nb': 6.0, 'Ga': 1.0, 'Ge': 1.0}","('Ga', 'Ge', 'Nb')",OTHERS,False
mp-675743,"{'Mg': 2.0, 'Mo': 12.0, 'Se': 16.0}","('Mg', 'Mo', 'Se')",OTHERS,False
mp-1184233,"{'Er': 1.0, 'Mg': 1.0, 'Ag': 2.0}","('Ag', 'Er', 'Mg')",OTHERS,False
mp-1094804,"{'Mg': 4.0, 'Cd': 8.0}","('Cd', 'Mg')",OTHERS,False
mp-560090,"{'Mn': 4.0, 'Ni': 12.0, 'Te': 6.0, 'Pb': 2.0, 'O': 36.0}","('Mn', 'Ni', 'O', 'Pb', 'Te')",OTHERS,False
mp-4788,"{'O': 12.0, 'K': 2.0, 'Os': 4.0}","('K', 'O', 'Os')",OTHERS,False
mp-734561,"{'Rb': 6.0, 'P': 6.0, 'H': 8.0, 'O': 24.0}","('H', 'O', 'P', 'Rb')",OTHERS,False
mp-755567,"{'Fe': 6.0, 'O': 8.0, 'F': 4.0}","('F', 'Fe', 'O')",OTHERS,False
mp-1104131,"{'Nb': 2.0, 'P': 2.0, 'O': 10.0}","('Nb', 'O', 'P')",OTHERS,False
mp-707290,"{'Nb': 20.0, 'Pb': 28.0, 'O': 78.0}","('Nb', 'O', 'Pb')",OTHERS,False
mp-1219465,"{'Sm': 4.0, 'Re': 12.0, 'O': 60.0}","('O', 'Re', 'Sm')",OTHERS,False
mp-1212327,"{'Ho': 16.0, 'Al': 8.0, 'O': 36.0}","('Al', 'Ho', 'O')",OTHERS,False
mp-752651,"{'Li': 4.0, 'Ti': 2.0, 'Nb': 3.0, 'Cu': 3.0, 'O': 16.0}","('Cu', 'Li', 'Nb', 'O', 'Ti')",OTHERS,False
mp-1194276,"{'Ca': 4.0, 'Ho': 8.0, 'S': 16.0}","('Ca', 'Ho', 'S')",OTHERS,False
mp-1225693,"{'Dy': 1.0, 'Mn': 2.0, 'Si': 1.0, 'Ge': 1.0}","('Dy', 'Ge', 'Mn', 'Si')",OTHERS,False
mp-11873,"{'As': 1.0, 'Pd': 5.0, 'Tl': 1.0}","('As', 'Pd', 'Tl')",OTHERS,False
mp-778809,"{'Fe': 10.0, 'O': 14.0, 'F': 6.0}","('F', 'Fe', 'O')",OTHERS,False
mp-8219,"{'P': 2.0, 'Cu': 2.0, 'Zr': 1.0}","('Cu', 'P', 'Zr')",OTHERS,False
mp-1191259,"{'Cu': 3.0, 'Bi': 2.0, 'P': 2.0, 'O': 14.0}","('Bi', 'Cu', 'O', 'P')",OTHERS,False
mp-11523,"{'Ni': 3.0, 'Sn': 1.0}","('Ni', 'Sn')",OTHERS,False
mp-631495,"{'Ba': 1.0, 'Y': 1.0, 'Sc': 1.0}","('Ba', 'Sc', 'Y')",OTHERS,False
mp-21620,"{'Si': 20.0, 'Tc': 12.0, 'U': 8.0}","('Si', 'Tc', 'U')",OTHERS,False
mp-1182246,"{'Ba': 2.0, 'Ge': 6.0, 'O': 16.0}","('Ba', 'Ge', 'O')",OTHERS,False
mp-752890,"{'Li': 2.0, 'Cu': 4.0, 'C': 4.0, 'O': 14.0}","('C', 'Cu', 'Li', 'O')",OTHERS,False
mp-23405,"{'Br': 6.0, 'Te': 1.0, 'Cs': 2.0}","('Br', 'Cs', 'Te')",OTHERS,False
mp-1198640,"{'Mg': 1.0, 'Hg': 6.0, 'N': 6.0, 'O': 26.0}","('Hg', 'Mg', 'N', 'O')",OTHERS,False
mp-1185830,"{'Mg': 5.0, 'In': 1.0}","('In', 'Mg')",OTHERS,False
mp-765020,"{'Sr': 24.0, 'Fe': 16.0, 'O': 53.0}","('Fe', 'O', 'Sr')",OTHERS,False
mp-752865,"{'Li': 4.0, 'Mn': 5.0, 'Cu': 3.0, 'O': 16.0}","('Cu', 'Li', 'Mn', 'O')",OTHERS,False
mp-767518,"{'Na': 4.0, 'Sc': 2.0, 'P': 2.0, 'C': 2.0, 'O': 14.0}","('C', 'Na', 'O', 'P', 'Sc')",OTHERS,False
mp-774463,"{'Li': 6.0, 'Cr': 4.0, 'P': 6.0, 'O': 24.0}","('Cr', 'Li', 'O', 'P')",OTHERS,False
mp-676663,"{'Zn': 6.0, 'Sn': 6.0, 'Sb': 12.0}","('Sb', 'Sn', 'Zn')",OTHERS,False
mp-555509,"{'Ho': 6.0, 'Cu': 2.0, 'Ge': 2.0, 'S': 14.0}","('Cu', 'Ge', 'Ho', 'S')",OTHERS,False
mp-1219565,"{'Rb': 1.0, 'O': 2.0}","('O', 'Rb')",OTHERS,False
mp-1218104,"{'Sr': 1.0, 'Pr': 3.0, 'Fe': 4.0, 'O': 12.0}","('Fe', 'O', 'Pr', 'Sr')",OTHERS,False
mp-1114631,"{'Rb': 3.0, 'Sb': 1.0, 'Cl': 6.0}","('Cl', 'Rb', 'Sb')",OTHERS,False
mp-765146,"{'Li': 20.0, 'V': 4.0, 'C': 16.0, 'O': 48.0}","('C', 'Li', 'O', 'V')",OTHERS,False
mp-768438,"{'Li': 16.0, 'Ti': 4.0, 'Cr': 4.0, 'O': 24.0}","('Cr', 'Li', 'O', 'Ti')",OTHERS,False
mp-557969,"{'Li': 2.0, 'La': 4.0, 'S': 4.0, 'O': 16.0, 'F': 6.0}","('F', 'La', 'Li', 'O', 'S')",OTHERS,False
mp-754659,"{'Zr': 6.0, 'N': 4.0, 'O': 6.0}","('N', 'O', 'Zr')",OTHERS,False
mp-677732,"{'Nd': 2.0, 'Ti': 4.0, 'Cd': 2.0, 'O': 12.0, 'F': 2.0}","('Cd', 'F', 'Nd', 'O', 'Ti')",OTHERS,False
mvc-5764,"{'Ca': 8.0, 'Mn': 16.0, 'O': 32.0}","('Ca', 'Mn', 'O')",OTHERS,False
mp-1222544,"{'Li': 4.0, 'Co': 1.0, 'Ru': 1.0, 'O': 6.0}","('Co', 'Li', 'O', 'Ru')",OTHERS,False
mp-1029975,"{'Al': 4.0, 'C': 6.0, 'N': 12.0}","('Al', 'C', 'N')",OTHERS,False
mp-1199077,"{'Ba': 4.0, 'B': 12.0, 'H': 8.0, 'O': 26.0}","('B', 'Ba', 'H', 'O')",OTHERS,False
mp-770175,"{'Li': 4.0, 'Mn': 6.0, 'Fe': 2.0, 'O': 16.0}","('Fe', 'Li', 'Mn', 'O')",OTHERS,False
Ga 45.0 Ir 41.0 Gd 14.0,"{'Ga': 45.0, 'Ir': 41.0, 'Gd': 14.0}","('Ga', 'Gd', 'Ir')",OTHERS,False
mp-865402,"{'Tm': 3.0, 'Al': 3.0, 'Cu': 3.0}","('Al', 'Cu', 'Tm')",OTHERS,False
mp-505802,"{'Sn': 2.0, 'Mo': 8.0, 'O': 12.0}","('Mo', 'O', 'Sn')",OTHERS,False
mp-1209222,"{'Rb': 2.0, 'Lu': 2.0, 'Be': 2.0, 'F': 12.0}","('Be', 'F', 'Lu', 'Rb')",OTHERS,False
mp-1186131,"{'Na': 1.0, 'Dy': 3.0}","('Dy', 'Na')",OTHERS,False
mp-24356,"{'H': 16.0, 'N': 4.0, 'Cl': 12.0, 'Cd': 4.0}","('Cd', 'Cl', 'H', 'N')",OTHERS,False
mp-1216388,"{'Zr': 18.0, 'Co': 5.0, 'Sn': 4.0}","('Co', 'Sn', 'Zr')",OTHERS,False
mp-561525,"{'K': 6.0, 'Ga': 6.0, 'B': 6.0, 'O': 21.0}","('B', 'Ga', 'K', 'O')",OTHERS,False
mp-555073,"{'La': 12.0, 'As': 8.0, 'Cl': 4.0, 'O': 28.0}","('As', 'Cl', 'La', 'O')",OTHERS,False
mp-554131,"{'Sr': 4.0, 'Li': 4.0, 'Co': 4.0, 'F': 24.0}","('Co', 'F', 'Li', 'Sr')",OTHERS,False
mp-762505,"{'Ti': 3.0, 'Co': 3.0, 'Sb': 2.0, 'O': 16.0}","('Co', 'O', 'Sb', 'Ti')",OTHERS,False
mp-1101,"{'As': 1.0, 'Tm': 1.0}","('As', 'Tm')",OTHERS,False
mp-27570,"{'Cl': 16.0, 'Fe': 4.0, 'Cs': 4.0}","('Cl', 'Cs', 'Fe')",OTHERS,False
mp-1187310,"{'Tb': 1.0, 'Be': 1.0, 'O': 3.0}","('Be', 'O', 'Tb')",OTHERS,False
mp-1212001,"{'K': 12.0, 'Si': 24.0, 'H': 24.0, 'N': 44.0}","('H', 'K', 'N', 'Si')",OTHERS,False
mp-1218980,"{'Sm': 2.0, 'Ga': 2.0, 'Si': 2.0}","('Ga', 'Si', 'Sm')",OTHERS,False
mp-13136,"{'C': 1.0, 'W': 1.0}","('C', 'W')",OTHERS,False
mvc-16045,"{'Sr': 4.0, 'Ca': 1.0, 'Cr': 2.0, 'S': 2.0, 'O': 6.0}","('Ca', 'Cr', 'O', 'S', 'Sr')",OTHERS,False
mp-582227,"{'Eu': 1.0, 'Mn': 2.0, 'Sb': 2.0}","('Eu', 'Mn', 'Sb')",OTHERS,False
mp-1237680,"{'Li': 4.0, 'Cr': 4.0, 'O': 18.0}","('Cr', 'Li', 'O')",OTHERS,False
mp-757440,"{'Cr': 3.0, 'S': 6.0, 'O': 24.0}","('Cr', 'O', 'S')",OTHERS,False
mp-530787,"{'O': 53.0, 'Y': 6.0, 'Zr': 22.0}","('O', 'Y', 'Zr')",OTHERS,False
mp-21153,"{'Er': 4.0, 'Ge': 4.0, 'Ir': 4.0}","('Er', 'Ge', 'Ir')",OTHERS,False
mp-1101284,"{'Ti': 6.0, 'Nb': 2.0, 'O': 16.0}","('Nb', 'O', 'Ti')",OTHERS,False
mp-1203703,"{'Tm': 4.0, 'N': 12.0, 'O': 36.0}","('N', 'O', 'Tm')",OTHERS,False
mp-1193375,"{'Yb': 2.0, 'Ni': 21.0, 'B': 6.0}","('B', 'Ni', 'Yb')",OTHERS,False
mp-25992,"{'Ni': 6.0, 'P': 8.0, 'O': 28.0}","('Ni', 'O', 'P')",OTHERS,False
mp-1174245,"{'Li': 7.0, 'Co': 5.0, 'O': 12.0}","('Co', 'Li', 'O')",OTHERS,False
mp-840,"{'Rh': 4.0, 'Sm': 2.0}","('Rh', 'Sm')",OTHERS,False
mp-766870,"{'Mn': 5.0, 'O': 9.0, 'F': 1.0}","('F', 'Mn', 'O')",OTHERS,False
mp-1178581,"{'Ba': 16.0, 'Ti': 12.0, 'O': 40.0}","('Ba', 'O', 'Ti')",OTHERS,False
mp-707839,"{'Si': 2.0, 'H': 28.0, 'O': 8.0, 'F': 12.0}","('F', 'H', 'O', 'Si')",OTHERS,False
mp-4689,"{'Al': 28.0, 'Fe': 4.0, 'Cu': 8.0}","('Al', 'Cu', 'Fe')",OTHERS,False
mvc-10589,"{'Ba': 4.0, 'Mg': 4.0, 'Mo': 4.0, 'F': 28.0}","('Ba', 'F', 'Mg', 'Mo')",OTHERS,False
mp-675372,"{'Ca': 2.0, 'Zr': 8.0, 'O': 18.0}","('Ca', 'O', 'Zr')",OTHERS,False
mp-755243,"{'Li': 5.0, 'Cu': 1.0, 'S': 1.0, 'O': 2.0}","('Cu', 'Li', 'O', 'S')",OTHERS,False
mp-1178259,"{'Fe': 4.0, 'Co': 12.0, 'O': 32.0}","('Co', 'Fe', 'O')",OTHERS,False
mp-1008823,"{'Os': 1.0, 'N': 2.0}","('N', 'Os')",OTHERS,False
mp-1189981,"{'Zr': 10.0, 'Zn': 2.0, 'Sn': 6.0}","('Sn', 'Zn', 'Zr')",OTHERS,False
mp-1227768,"{'Ba': 1.0, 'Sr': 2.0, 'P': 2.0, 'O': 8.0}","('Ba', 'O', 'P', 'Sr')",OTHERS,False
mp-653838,"{'Zr': 4.0, 'Fe': 48.0, 'Si': 8.0, 'B': 4.0}","('B', 'Fe', 'Si', 'Zr')",OTHERS,False
mp-1182142,"{'Ba': 2.0, 'Al': 4.0, 'O': 12.0}","('Al', 'Ba', 'O')",OTHERS,False
mp-32308,"{'O': 12.0, 'Ni': 2.0, 'Ta': 4.0}","('Ni', 'O', 'Ta')",OTHERS,False
mp-684911,"{'Sm': 16.0, 'Te': 24.0}","('Sm', 'Te')",OTHERS,False
mp-1219038,"{'Sm': 1.0, 'U': 1.0, 'Te': 6.0}","('Sm', 'Te', 'U')",OTHERS,False
mp-1183962,"{'Eu': 2.0, 'Cd': 1.0, 'Pb': 1.0}","('Cd', 'Eu', 'Pb')",OTHERS,False
mp-1097234,"{'V': 1.0, 'Cr': 1.0, 'W': 2.0}","('Cr', 'V', 'W')",OTHERS,False
